Fragility_no,Infrastructure_class,Infrastructure_subclass,Metadata_description,Metadata_region,Metadata_author,Hazard_type,IM,IM_unit,Fragility_development_method,Fragility_distribution,No_of_damage_state,Damage_state_1,Damage_state_med_1,Damage_state_std_1,Damage_state_2,Damage_state_med_2,Damage_state_std_2,Damage_state_3,Damage_state_med_3,Damage_state_std_3,Damage_state_4,Damage_state_med_4,Damage_state_std_4,Fragility_description,Fragility_polynomial,Damage_state_5,Damage_state_med_5,Damage_state_std_5,,Ranking_score_IM,Ranking_score_NDS,Ranking_score_Region,Ranking_score_Normalized,Infrastructure_image,Metadata_file_name,Dispersion_type
683,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.087,0.038,Collapse,1.086,0.076,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-B14.xml,Standard_deviation
684,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.033,0.014,Collapse,1.035,0.093,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-B15.xml,Standard_deviation
685,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.109,0.048,Collapse,1.106,0.044,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-B16.xml,Standard_deviation
686,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.055,0.024,Collapse,1.06,0.138,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-B17.xml,Standard_deviation
687,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.055,0.024,Collapse,1.06,0.138,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-B18.xml,Standard_deviation
688,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.087,0.038,Collapse,1.092,0.143,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-B19.xml,Standard_deviation
689,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.033,0.015,Collapse,1.032,0.062,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-B2.xml,Standard_deviation
690,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.087,0.038,Collapse,1.094,0.154,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-B20.xml,Standard_deviation
691,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.055,0.024,Collapse,1.056,0.095,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-B21.xml,Standard_deviation
692,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.055,0.024,Collapse,1.057,0.106,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-B22.xml,Standard_deviation
693,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.087,0.038,Collapse,1.088,0.098,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-B23.xml,Standard_deviation
694,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.087,0.038,Collapse,1.088,0.098,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-B24.xml,Standard_deviation
695,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.251,0.11,Collapse,1.259,0.025,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-B25.xml,Standard_deviation
696,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.033,0.014,Collapse,1.032,0.062,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-B26.xml,Standard_deviation
697,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.109,0.048,Collapse,1.106,0.044,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-B27.xml,Standard_deviation
698,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.033,0.014,Collapse,1.035,0.093,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-B28.xml,Standard_deviation
699,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.055,0.024,Collapse,1.058,0.117,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-B29.xml,Standard_deviation
700,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.11,0.051,Collapse,1.106,0.044,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-B3.xml,Standard_deviation
701,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.033,0.014,Collapse,1.035,0.093,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-B30.xml,Standard_deviation
702,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.055,0.024,Collapse,1.056,0.095,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-B31.xml,Standard_deviation
703,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.055,0.024,Collapse,1.057,0.106,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-B32.xml,Standard_deviation
704,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.055,0.025,Collapse,1.056,0.095,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-B4.xml,Standard_deviation
705,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.055,0.025,Collapse,1.058,0.117,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-B5.xml,Standard_deviation
706,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.033,0.015,Collapse,1.039,0.136,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-B6.xml,Standard_deviation
707,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.088,0.041,Collapse,1.088,0.098,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-B7.xml,Standard_deviation
708,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.055,0.025,Collapse,1.056,0.095,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-B8.xml,Standard_deviation
709,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.251,0.11,Collapse,1.259,0.025,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-B9.xml,Standard_deviation
710,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.055,0.025,Collapse,1.058,0.117,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-BMCP1.xml,Standard_deviation
711,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.087,0.038,Collapse,1.09,0.12,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-BMCP2.xml,Standard_deviation
712,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.087,0.038,Collapse,1.09,0.12,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-BMCP3.xml,Standard_deviation
713,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.087,0.038,Collapse,1.09,0.12,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-BMCP4.xml,Standard_deviation
714,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.132,0.061,Collapse,1.237,0.557,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-MPDC1.xml,Standard_deviation
715,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.218,0.096,Collapse,1.334,0.586,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-MPDC10.xml,Standard_deviation
716,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.273,0.12,Collapse,1.402,0.616,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-MPDC11.xml,Standard_deviation
717,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.306,0.134,Collapse,1.445,0.635,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-MPDC12.xml,Standard_deviation
718,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.164,0.072,Collapse,1.223,0.402,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-MPDC13.xml,Standard_deviation
719,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.218,0.096,Collapse,1.334,0.586,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-MPDC14.xml,Standard_deviation
720,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.164,0.072,Collapse,1.296,0.557,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-MPDC15.xml,Standard_deviation
721,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.164,0.072,Collapse,1.296,0.557,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-MPDC16.xml,Standard_deviation
722,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.164,0.072,Collapse,1.223,0.402,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-MPDC17.xml,Standard_deviation
723,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.218,0.096,Collapse,1.334,0.586,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-MPDC18.xml,Standard_deviation
724,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.131,0.058,Collapse,1.231,0.541,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-MPDC19.xml,Standard_deviation
725,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.187,0.087,Collapse,1.3,0.586,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-MPDC2.xml,Standard_deviation
726,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.131,0.058,Collapse,1.231,0.541,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-MPDC20.xml,Standard_deviation
727,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.164,0.072,Collapse,1.223,0.402,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-MPDC21.xml,Standard_deviation
728,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.218,0.096,Collapse,1.334,0.586,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-MPDC22.xml,Standard_deviation
729,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.186,0.082,Collapse,1.295,0.569,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-MPDC23.xml,Standard_deviation
730,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.164,0.072,Collapse,1.296,0.557,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-MPDC24.xml,Standard_deviation
731,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.164,0.072,Collapse,1.298,0.645,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-MPDC25.xml,Standard_deviation
732,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.218,0.096,Collapse,1.364,0.678,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-MPDC26.xml,Standard_deviation
733,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.164,0.072,Collapse,1.298,0.645,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-MPDC27.xml,Standard_deviation
734,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.218,0.096,Collapse,1.364,0.678,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-MPDC28.xml,Standard_deviation
735,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.164,0.072,Collapse,1.298,0.645,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-MPDC29.xml,Standard_deviation
736,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.132,0.061,Collapse,1.237,0.557,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-MPDC3.xml,Standard_deviation
737,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.164,0.072,Collapse,1.298,0.645,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-MPDC30.xml,Standard_deviation
738,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.055,0.025,Collapse,1.058,0.117,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-MPDC31.xml,Standard_deviation
739,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.218,0.096,Collapse,1.364,0.678,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-MPDC32.xml,Standard_deviation
740,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.132,0.061,Collapse,1.237,0.557,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-MPDC4.xml,Standard_deviation
741,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.11,0.051,Collapse,1.212,0.546,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-MPDC5.xml,Standard_deviation
742,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.11,0.051,Collapse,1.212,0.546,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-MPDC6.xml,Standard_deviation
743,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.132,0.061,Collapse,1.237,0.557,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-MPDC7.xml,Standard_deviation
744,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.088,0.041,Collapse,1.188,0.535,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-MPDC8.xml,Standard_deviation
